material,short_text,supplier/supplying_plant,order_quantity,net_price,total_spend,material_group,plant
64000935.0,MIST SHOWER HEPA FILTER H14,300092     TECNINOX S.R.I,2.0,110.2,220.4,28,HP01
62000485.0,Acrylic instructions gowning & cleaning,200303     AL JIHAD OFFICE,30.0,115.0,3450.0,22,HP01
71000035.0,AMC For Elevators,200142     TK ELEVATOR UAE LLC,12.0,959.59,11515.08,54,LP01
,Vacuum Cleaner,200478     CLEANTECH GULF LLC,1.0,2100.0,2100.0,4,HP01
62000503.0,HEPA Filter for Vacuum Cleaner,200478     CLEANTECH GULF LLC,2.0,500.0,1000.0,22,HP01
,Vacuum cleaner,200478     CLEANTECH GULF LLC,1.0,2100.0,2100.0,4,LP01
,Zebra Printer ZT231,200043     AL TARMEZ DIGIT SYSTEM TECHNOLOGY L,2.0,2000.0,4000.0,4,HP01
,Zebra Printer ZT231,200043     AL TARMEZ DIGIT SYSTEM TECHNOLOGY L,1.0,2000.0,2000.0,4,HP01
71000182.0,Subscription EMC,300175     Datapharm Ltd,1.0,1596.0,1596.0,54,LP01
,Chairs for Secondary Packing,200179     RITMO OFFICE INOVATION,10.0,450.0,4500.0,4,HP01
62000477.0,Plastic Measuring Cylinder (100ml),200226     CHEMSTOCK LLC,5.0,8.5,42.5,160,HP01
62000478.0,Plastic Measuring Cylinder (200ml),200226     CHEMSTOCK LLC,5.0,13.0,65.0,160,HP01
62000479.0,Plastic Measuring Cylinder (1 liter),200226     CHEMSTOCK LLC,5.0,20.0,100.0,160,HP01
62000156.0,Diesel,200036     EUROPE GENERAL TRANSPORTING,8000.0,9.35,74800.0,22,LP01
62000200.0,White Lab Coat with Collar Color,200284     AL KAMAL UNIFORM,10.0,45.0,450.0,62,HP01
,Wooden cabinet,200127     WINDOW OFFICE FURNITURE,4.0,875.0,3500.0,4,LP01
66000005.0,Toner HP 207A - Yellow,200408     BLUECHIP GULF IT SERVICES L.L.C,1.0,270.0,270.0,34,HP01
66000006.0,Toner HP 207A - Cyan,200408     BLUECHIP GULF IT SERVICES L.L.C,1.0,270.0,270.0,34,HP01
66000007.0,Toner HP 207A - Magenta,200408     BLUECHIP GULF IT SERVICES L.L.C,1.0,270.0,270.0,34,HP01
66000008.0,Toner HP 207A - Black,200408     BLUECHIP GULF IT SERVICES L.L.C,4.0,270.0,1080.0,34,HP01
66000003.0,"Brother Laminated Tape 12mm - 0.47""",200408     BLUECHIP GULF IT SERVICES L.L.C,2.0,120.0,240.0,34,HP01
22000223.0,Leaflet Ovara,200323     Umm Al Quwain Manufacturing,14490.0,112.0,1622880.0,74,HP01
22000222.0,Box Ovara 2.5mg Tab 30's,200323     Umm Al Quwain Manufacturing,14490.0,234.0,3390660.0,75,HP01
62000487.0,SS Scoop,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,2.0,350.0,700.0,22,LP01
,pass box accessories.,300092     TECNINOX S.R.I,1.0,2900.0,2900.0,4,LP01
71000066.0,Sharp MX-3051 AMC,200085     NEW SMART OFFICE AUTOMATION LLC,1.0,5950.0,5950.0,54,LP01
66000027.0,Toner Sharp MX-61FT-BA Black,200085     NEW SMART OFFICE AUTOMATION LLC,3.0,0.0,0.0,34,LP01
66000024.0,Toner Sharp MX-61FT-CA Cyan,200085     NEW SMART OFFICE AUTOMATION LLC,2.0,0.0,0.0,34,LP01
66000025.0,Toner Sharp MX-61FT-YA Yellow,200085     NEW SMART OFFICE AUTOMATION LLC,2.0,0.0,0.0,34,LP01
66000026.0,Toner Sharp MX-61FT-MA Magenta,200085     NEW SMART OFFICE AUTOMATION LLC,2.0,0.0,0.0,34,LP01
,Standard Weight for Balance,200099     ARAB SCALE TRADING LLC,5.0,2600.0,13000.0,4,HP01
,Plastic Pallets,200477     AL TAJ AL THAHBI PACKING,50.0,178.0,8900.0,4,HP01
22000037.0,Box Plain 115 X 50 X 28 mm,200200     RASHID PRINTERS & STATIONERS LLC,8000.0,138.0,1104000.0,75,LP01
22000040.0,Box Plain 125 X 70 X 32 mm,200200     RASHID PRINTERS & STATIONERS LLC,20050.0,126.0,2526300.0,75,LP01
22000177.0,Box Plain 80L X 65W X 22H mm,200200     RASHID PRINTERS & STATIONERS LLC,25000.0,85.0,2125000.0,75,LP01
22000195.0,Box Telmisan-H 40/12.5mg Tab 30's,200323     Umm Al Quwain Manufacturing,16400.0,260.0,4264000.0,74,LP01
22000196.0,Box Telmisan-H 80/12.5mg Tab 30's,200323     Umm Al Quwain Manufacturing,11000.0,320.0,3520000.0,74,LP01
22000198.0,Leaflet Telmisan-H,200323     Umm Al Quwain Manufacturing,27400.0,73.0,2000200.0,74,LP01
71000162.0,Tatmeen Implementation Generate CSV file,300051     ANTARES VISION S.P.A,1.0,4600.0,4600.0,54,LP01
71000180.0,Veeam Data Platform Advanced,200054     EMTECH COMPUTER CO. LLC,1.0,7040.0,7040.0,54,LP01
71000181.0,CISCO SMARTNET RENEWAL,200054     EMTECH COMPUTER CO. LLC,2.0,2770.0,5540.0,54,LP01
63001622.0,USP Aspartame RS_ 1043706,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,1650.0,1650.0,162,LP01
63001623.0,USP Aspartam related Comp. A_1043728,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,4630.0,4630.0,162,LP01
63001624.0,USP L-phenylalamine RS_1530503,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,1735.0,1735.0,162,LP01
63001625.0,Low-s. Hydroxypropyl Cellulose. _1329822,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,2190.0,2190.0,162,LP01
63001626.0,"LiChrospher RP-18e_ 250x4.6,5µ_ 150605",200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,3370.0,3370.0,158,LP01
71000066.0,Sharp MX-3051 AMC,200085     NEW SMART OFFICE AUTOMATION LLC,1.0,5950.0,5950.0,54,HP01
66000027.0,Toner Sharp MX-61FT-BA Black,200085     NEW SMART OFFICE AUTOMATION LLC,3.0,0.0,0.0,34,HP01
66000024.0,Toner Sharp MX-61FT-CA Cyan,200085     NEW SMART OFFICE AUTOMATION LLC,2.0,0.0,0.0,34,HP01
66000025.0,Toner Sharp MX-61FT-YA Yellow,200085     NEW SMART OFFICE AUTOMATION LLC,2.0,0.0,0.0,34,HP01
66000026.0,Toner Sharp MX-61FT-MA Magenta,200085     NEW SMART OFFICE AUTOMATION LLC,2.0,0.0,0.0,34,HP01
,glove leak tester adapter,200100     SPACETECH TECHNICAL SERVICES,1.0,1900.0,1900.0,4,HP01
63001200.0,Montelukast dicyclohexylamine_Y0001436,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,2.0,680.0,1360.0,162,LP01
63001191.0,"Idnt.SST_Montelukast_ B,C,D,E&F_Y0001435",200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,680.0,680.0,162,LP01
63001189.0,Montelukast EPCRS_Y0001434,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,2.0,680.0,1360.0,162,LP01
13000518.0,"Holmium perchlorate std Merck,PN: 108159",200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,1525.0,1525.0,35,LP01
13000519.0,"Toluene sol in hexane: Merck,PN:108165",200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,1370.0,1370.0,35,LP01
13000522.0,"Potassium dichromate sol Merck,PN:108160",200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,1135.0,1135.0,162,LP01
13000521.0,"Potassium chloride sol Merck,PN :108164",200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,1135.0,1135.0,35,LP01
13000520.0,"Potassium dichromate sol Merck,PN:104660",200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,1135.0,1135.0,35,LP01
13000363.0,"Caffeine USP RS, Cat:1085003",200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,1750.0,1750.0,35,LP01
63000302.0,TLC Silica gel 60 F254 - 20x20cm,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,210.0,210.0,35,LP01
13000161.0,HYDROCHLORIC ACID,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,2.0,115.0,230.0,35,LP01
63000737.0,Buffer solution pH 4.01_H17004,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,3.0,45.0,135.0,35,LP01
63001305.0,Buffer solution pH 7.01_H17007,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,3.0,45.0,135.0,35,LP01
63000992.0,Buffer pH 10.01_PC_HI7010L,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,3.0,45.0,135.0,35,LP01
71000183.0,GoodSync for Business,300140     Goodsync,1.0,499.95,499.95,54,LP01
62000358.0,Disinfectant Sol. Carbocid QV 25Kg Pack,300099     WIGOL W. STACHE GMBH,10.0,97.25,972.5,157,LP01
62000358.0,Disinfectant Sol. Carbocid QV 25Kg Pack,300099     WIGOL W. STACHE GMBH,8.0,97.25,778.0,157,HP01
,OEL Measurement Device,300174     SKC LIMITED,1.0,2897.75,2897.75,4,HP01
62000357.0,Disinfectant Sol. Tego 2000 20L Pack,200397     Sumachem LLC,6.0,1775.0,10650.0,157,HP01
62000463.0,Automatic hand sanitizer dispenser,200058     CHEMEX HYGIENE CONCEPTS LLC,21.0,108.0,2268.0,44,HP01
13000641.0,"Calcium chloride,CAS No:10043-52-4",200226     CHEMSTOCK LLC,1.0,70.0,70.0,35,LP01
63001272.0,Potassium iodide_7681-11-0,200226     CHEMSTOCK LLC,1.0,260.0,260.0,35,LP01
63000979.0,Benzothiadiazine RC-A 100mg_1057507,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,200.0,4930.0,986000.0,162,LP01
63000714.0,Vanillin Melting Point Stand 1g_1711009,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,2600.0,2600.0,35,LP01
63001189.0,Montelukast EPCRS_Y0001434,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,2.0,690.0,1380.0,162,LP01
63001213.0,Montelukast sodium 1g_M050000,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,2.0,1450.0,2900.0,162,LP01
63001218.0,Montelukast dihydro imp 20mg_VL510008,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,2.0,2100.0,4200.0,162,LP01
63001323.0,Potasium dichromate soln_PC_1.04660.0001,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,1150.0,1150.0,162,LP01
63001610.0,Etoricoxib 250 mg_G1080090,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,2.0,6500.0,13000.0,162,LP01
71000050.0,Qualification,200055     JANSAL CALIBRATION SERVICES,11.0,400.0,4400.0,54,LP01
64000794.0,Chemical Spill kit,200222     ALFA PLASTIC TRADING LLC,2.0,335.0,670.0,44,HP01
64000794.0,Chemical Spill kit,200222     ALFA PLASTIC TRADING LLC,2.0,335.0,670.0,44,HP01
,Plastic Swing Top Bin (30 litres),200060     KADDAH INTERNATIONAL GENRAL TRADING,20.0,101.0,2020.0,4,HP01
,Plastic Swing Top,200060     KADDAH INTERNATIONAL GENRAL TRADING,15.0,130.0,1950.0,4,HP01
22000150.0,CCARTON 5PLY – 380LX380WX315H(ZEINO),200236     QUEENEX CORRUGATED CARTON FACTORY L,500.0,3.6,1800.0,24,LP01
22000121.0,CCarton 5ply 385lx366wx330h mm,200236     QUEENEX CORRUGATED CARTON FACTORY L,500.0,3.3,1650.0,24,LP01
22000059.0,Leaflet ASA-KOR 75mg Tab,200221     AL NAKHEEL PRINTERS AND STATIONERS,46300.0,61.0,2824300.0,74,LP01
22000058.0,Box ASA-KOR 75mg Tab 30's,200221     AL NAKHEEL PRINTERS AND STATIONERS,46250.0,135.0,6243750.0,75,LP01
22000057.0,Leaflet ASA-KOR 81mg Tab,200221     AL NAKHEEL PRINTERS AND STATIONERS,6200.0,61.0,378200.0,74,LP01
22000056.0,Box ASA-KOR 81mg Tab 30's,200221     AL NAKHEEL PRINTERS AND STATIONERS,5800.0,135.0,783000.0,75,LP01
,Calibration Kit for Punches and Dies,300038     PHARMACHINE MFG. CO.,2.0,1395.0,2790.0,4,HP01
,Punch Polishing Kit,300038     PHARMACHINE MFG. CO.,2.0,1080.0,2160.0,4,HP01
62000338.0,Turret Cleaning Brush,300038     PHARMACHINE MFG. CO.,30.0,4.5,135.0,22,HP01
66000138.0,10M HDMI CABLE 2.0,200408     BLUECHIP GULF IT SERVICES L.L.C,2.0,75.0,150.0,34,LP01
66000139.0,HP Laptop Battery HT03XL,200408     BLUECHIP GULF IT SERVICES L.L.C,1.0,155.0,155.0,34,LP01
66000014.0,Toner HP 26A - Black,200408     BLUECHIP GULF IT SERVICES L.L.C,2.0,460.0,920.0,34,LP01
62000156.0,Diesel,200036     EUROPE GENERAL TRANSPORTING,5000.0,9.5,47500.0,22,LP01
62000156.0,Diesel,200036     EUROPE GENERAL TRANSPORTING,3000.0,10.0,30000.0,22,LP01
,Shredder Machine,200331     PRISMO GENERAL TRADING,2.0,710.0,1420.0,4,HP01
,SS Jack Pallet Trolley (2.5 Tonnes),200222     ALFA PLASTIC TRADING LLC,3.0,5550.0,16650.0,4,HP01
71000179.0,Subscription for USP NF,300173     United States Pharmacopeial Convent,1.0,1500.0,1500.0,54,LP01
,Calibration Kit for Sieves and Screens,300021     AMI POLYMER PVT. LTD.,1.0,867.46,867.46,4,HP01
,Inspection Kit for Sieves,300021     AMI POLYMER PVT. LTD.,1.0,867.46,867.46,4,HP01
13000674.0,Gum Arabic,300172     ALLAND & ROBERT,150.0,0.0,0.0,27,LP01
62000468.0,Pull and Push Signage for Doors,200303     AL JIHAD OFFICE,300.0,14.0,4200.0,197,HP01
62000461.0,Antistatic Filter Cartridge,200472     Nilfisk Trading L.L.C,2.0,1132.56,2265.12,22,LP01
,Vertical Multistage Pump,200475     CRYOVAC OIL FIELD OPERATIONS,1.0,5948.6,5948.6,187,LP01
62000357.0,Disinfectant Sol. Tego 2000 20L Pack,200397     Sumachem LLC,10.0,1775.0,17750.0,157,LP01
63001515.0,Isoamyl alcohol _1009791000,200226     CHEMSTOCK LLC,1.0,110.0,110.0,35,LP01
63000724.0,crystal Violet _548-62-9,200226     CHEMSTOCK LLC,1.0,50.0,50.0,35,LP01
63000221.0,Magnesium Nitrate 6H2O_13446-18-9,200226     CHEMSTOCK LLC,1.0,50.0,50.0,35,LP01
63001146.0,Mercury II chloride_7487-94-7,200226     CHEMSTOCK LLC,1.0,380.0,380.0,35,LP01
63001178.0,cyclohexane_110-82-7,200226     CHEMSTOCK LLC,1.0,110.0,110.0,35,LP01
63001094.0,Benzene_71-43-2,200270     ALGENOME INTERNATIONAL SCIENTIFIC,1.0,287.0,287.0,35,LP01
63001177.0,Bis Copper II Hydroxide Soln_14552-35-3,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,2040.0,2040.0,35,LP01
63000912.0,1-Vinyl-2-pyrrolidone_88-12-0,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,195.0,195.0,35,LP01
63000187.0,chloramine T trihydrate_7080-50-4,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,230.0,230.0,35,LP01
63000270.0,Sodium perchlorate_7601-89-0,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,325.0,325.0,35,LP01
63001185.0,Lead standard solution_PC_1.19776.0100,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,155.0,155.0,35,LP01
63000296.0,Free chlorine test kit_H13831F,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,100.0,100.0,35,LP01
67000186.0,CRP ADCAN Invitation letter with envelop,200303     AL JIHAD OFFICE,100.0,9.0,900.0,47,LP01
13000559.0,Metformin Hydrochloride USP,300150     Harman Finochem Limited,700.0,4.75,3325.0,1,LP01
71000136.0,Office 365 E3,200054     EMTECH COMPUTER CO. LLC,8.0,826.8,6614.4,54,LP01
13000577.0,"YMC Pack pro C18(250 x 4.6mm),5µm",200115     EASY LAB SCIENTIFIC & LABORATORY,2.0,3650.0,7300.0,158,LP01
66000014.0,Toner HP 26A - Black,200054     EMTECH COMPUTER CO. LLC,2.0,494.0,988.0,34,LP01
66000015.0,Toner HP 106A - Black,200054     EMTECH COMPUTER CO. LLC,2.0,185.0,370.0,34,LP01
66000008.0,Toner HP 207A - Black,200054     EMTECH COMPUTER CO. LLC,3.0,242.0,726.0,34,LP01
13000403.0,"Acetic acid, HPLC, Cas: 64-19-7, Merck",200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,2.0,775.0,1550.0,35,LP01
63001173.0,TLC Chamber,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,1300.0,1300.0,35,LP01
71000022.0,inspection for civil defence,200473     Gulf Test Safety Consultancies,1.0,2000.0,2000.0,54,LP01
62000269.0,White Lab coat with White Collar,200284     AL KAMAL UNIFORM,20.0,45.0,900.0,22,HP01
64000833.0,Lenze KEYPAD X400,200474     T S L ELECTRONICS SERVICES L.L.C,1.0,456.0,456.0,26,LP01
64000811.0,Lenze Inverter 8200 Vector,200474     T S L ELECTRONICS SERVICES L.L.C,1.0,4811.75,4811.75,26,LP01
64000831.0,"Lenze  INVERTER 8400 SERIES,",200474     T S L ELECTRONICS SERVICES L.L.C,1.0,5296.25,5296.25,26,LP01
64000832.0,"Lenze INVERTER, 0.75 KW",200474     T S L ELECTRONICS SERVICES L.L.C,1.0,2503.25,2503.25,26,LP01
62000215.0,Spray Bottle 500ml,200058     CHEMEX HYGIENE CONCEPTS LLC,10.0,3.5,35.0,52,HP01
62000219.0,Kentucky Mop head Cotton White plastic,200058     CHEMEX HYGIENE CONCEPTS LLC,5.0,21.0,105.0,52,HP01
62000341.0,VELCRO MOP SET 47CM,200058     CHEMEX HYGIENE CONCEPTS LLC,2.0,45.0,90.0,52,HP01
62000342.0,VELCRO MOP SLEEVE 47 CM,200058     CHEMEX HYGIENE CONCEPTS LLC,5.0,21.0,105.0,52,HP01
62000343.0,VELCRO MOP SET 67CM,200058     CHEMEX HYGIENE CONCEPTS LLC,2.0,55.0,110.0,52,HP01
62000344.0,VELCRO MOP SLEEVE 67 CM,200058     CHEMEX HYGIENE CONCEPTS LLC,5.0,18.0,90.0,52,HP01
62000216.0,Sponge Yellow,200058     CHEMEX HYGIENE CONCEPTS LLC,50.0,1.0,50.0,52,HP01
71000049.0,QC LAB Test Weight Calibration,200055     JANSAL CALIBRATION SERVICES,4.0,960.0,3840.0,54,HP01
63001601.0,170mm MICRO-SPATULAS _8015A-170S,200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,5.0,933.0,4665.0,35,LP01
64000908.0,The device to protect the upper punch,300105     BEIJING HANLIN,2.0,23.0,46.0,40,LP01
64000909.0,ejection flap motor,300105     BEIJING HANLIN,1.0,140.0,140.0,40,LP01
64000910.0,Curtain,300105     BEIJING HANLIN,1.0,50.0,50.0,40,LP01
64000911.0,hydraulic hose,300105     BEIJING HANLIN,1.0,13.0,13.0,143,LP01
64000912.0,Sampling bottle,300105     BEIJING HANLIN,2.0,19.0,38.0,40,LP01
64000913.0,Base airbag sealing ring components,300105     BEIJING HANLIN,1.0,96.0,96.0,40,LP01
64000914.0,Airbag sealing ring components,300105     BEIJING HANLIN,2.0,152.0,304.0,40,LP01
64000915.0,Filter airbag sealing ring components,300105     BEIJING HANLIN,2.0,146.0,292.0,40,LP01
64000916.0,Filter bags (top spray),300105     BEIJING HANLIN,2.0,400.0,800.0,28,LP01
64000917.0,Filter bags (bottom spray),300105     BEIJING HANLIN,2.0,180.0,360.0,28,LP01
64000918.0,3 phase SSR,300105     BEIJING HANLIN,1.0,200.0,200.0,26,LP01
64000919.0,O ring 4›50x5.33,300105     BEIJING HANLIN,1.0,2.0,2.0,150,LP01
64000920.0,Filter bag (drying &top spray,300105     BEIJING HANLIN,1.0,133.0,133.0,28,LP01
64000921.0,Peristaltic pump hose15#,300105     BEIJING HANLIN,2.5,10.0,25.0,143,LP01
64000922.0,round gasket,300105     BEIJING HANLIN,1.0,5.0,5.0,150,LP01
64000923.0,Sealing ring,300105     BEIJING HANLIN,8.0,30.0,240.0,150,LP01
64000924.0,Sealing strip,300105     BEIJING HANLIN,1.0,30.0,30.0,150,LP01
64000925.0,Lip shape sealing ring,300105     BEIJING HANLIN,2.0,8.0,16.0,150,LP01
64000926.0,Bearing,300105     BEIJING HANLIN,4.0,5.0,20.0,124,LP01
64000927.0,Silicone pipe,300105     BEIJING HANLIN,2.5,6.0,15.0,143,LP01
64000928.0,Filter cartridge &180*400mm,300105     BEIJING HANLIN,6.0,75.0,450.0,28,LP01
64000929.0,Primary filter,300105     BEIJING HANLIN,1.0,75.0,75.0,28,LP01
64000930.0,Secondary filter,300105     BEIJING HANLIN,1.0,100.0,100.0,28,LP01
64000931.0,HEPA filter,300105     BEIJING HANLIN,1.0,300.0,300.0,28,LP01
64000932.0,Electrical heater element,300105     BEIJING HANLIN,1.0,750.0,750.0,26,LP01
64000933.0,Pneumatic selector,300105     BEIJING HANLIN,4.0,70.0,280.0,136,LP01
64000934.0,scraper parts,300105     BEIJING HANLIN,1.0,120.0,120.0,40,LP01
64000881.0,TC lip rubber framework oil seal 45x60x8,300105     BEIJING HANLIN,1.0,9.0,9.0,150,LP01
64000882.0,PTFE SS framework oil seal 45x60x8,300105     BEIJING HANLIN,1.0,50.0,50.0,150,LP01
64000883.0,Cushion collar,300105     BEIJING HANLIN,2.0,3.0,6.0,40,LP01
64000884.0,TC lip rubber framework oil seal 25x40x7,300105     BEIJING HANLIN,2.0,7.0,14.0,150,LP01
64000885.0,PTFE SS framework oil seal 47x25xl 0,300105     BEIJING HANLIN,2.0,57.0,114.0,150,LP01
64000886.0,O ring G64X2.65,300105     BEIJING HANLIN,2.0,2.0,4.0,150,LP01
64000887.0,Sealing ring for pot lid (25L),300105     BEIJING HANLIN,1.0,14.0,14.0,150,LP01
64000888.0,Sealing ring for pot lid(50L),300105     BEIJING HANLIN,1.0,10.0,10.0,150,LP01
64000889.0,Die locks,300105     BEIJING HANLIN,23.0,10.0,230.0,40,LP01
64000890.0,Magnetic cylinder,300105     BEIJING HANLIN,23.0,10.0,230.0,40,LP01
64000891.0,Oil proof ring,300105     BEIJING HANLIN,23.0,3.0,69.0,150,LP01
64000892.0,Dust proof ring,300105     BEIJING HANLIN,46.0,6.0,276.0,150,LP01
64000893.0,Copper piece,300105     BEIJING HANLIN,1.0,50.0,50.0,40,LP01
64000894.0,Bending copper piece,300105     BEIJING HANLIN,1.0,12.0,12.0,40,LP01
64000895.0,Copper piece 1,300105     BEIJING HANLIN,1.0,12.0,12.0,40,LP01
64000896.0,Scraper,300105     BEIJING HANLIN,1.0,50.0,50.0,40,LP01
64000897.0,Press board (with 2 copper screw),300105     BEIJING HANLIN,1.0,100.0,100.0,40,LP01
64000898.0,Powder collection copper ring,300105     BEIJING HANLIN,1.0,200.0,200.0,40,LP01
64000899.0,Tablets discharging piece,300105     BEIJING HANLIN,1.0,35.0,35.0,40,LP01
64000900.0,Dosing cam track,300105     BEIJING HANLIN,1.0,120.0,120.0,40,LP01
64000901.0,Dosing protect track,300105     BEIJING HANLIN,1.0,110.0,110.0,40,LP01
64000902.0,Lower punch protect track,300105     BEIJING HANLIN,1.0,180.0,180.0,40,LP01
64000903.0,Ejection cam track,300105     BEIJING HANLIN,1.0,120.0,120.0,40,LP01
64000904.0,Ejection protect track,300105     BEIJING HANLIN,1.0,60.0,60.0,40,LP01
64000905.0,NSK Deep groove ball bearing,300105     BEIJING HANLIN,6.0,10.0,60.0,124,LP01
64000906.0,NTN Needle bearing,300105     BEIJING HANLIN,4.0,100.0,400.0,124,LP01
64000907.0,IKO Needle bearing,300105     BEIJING HANLIN,2.0,20.0,40.0,124,LP01
63001603.0,Wide mouth Bottles 60 ml_P11181A,300054     ABDOS LABTECH PVT LIMITED,4.0,17.14,68.56,35,LP01
63001605.0,Wide mouth Bottles 250 ml_P11183A,300054     ABDOS LABTECH PVT LIMITED,4.0,39.27,157.08,35,LP01
63001607.0,PE_Resealable bags with Zip lock_U40111,300054     ABDOS LABTECH PVT LIMITED,4.0,13.46,53.84,35,LP01
31000057.0,Trexecan  500 mg inj - 1 Vial,300061     SHILPA MEDICARE LIMITED,99.0,30.0,2970.0,5,HP01
31000058.0,Campirin 40mg / 2 mL -1 Vial,300061     SHILPA MEDICARE LIMITED,20.0,6.0,120.0,5,HP01
31000059.0,Campirin 100 mg / 5mL -1 Vial,300061     SHILPA MEDICARE LIMITED,50.0,11.0,550.0,5,HP01
31000060.0,Erloceva 150 mg tab 10’s,300061     SHILPA MEDICARE LIMITED,18.0,180.0,3240.0,5,HP01
31000061.0,Contercan 50Cap - 7’s,300061     SHILPA MEDICARE LIMITED,15.0,84.0,1260.0,5,HP01
62000170.0,Disposable Fork x50 Pcs-Plastic,200035     FUTURE FOOD STUFF TRADING COMAPNY L,150.0,5.0,750.0,204,LP01
62000172.0,Disposable Spoon x50 Pcs-Plastic,200035     FUTURE FOOD STUFF TRADING COMAPNY L,275.0,5.0,1375.0,204,LP01
71000049.0,Calibration QC Test Weight QC-098,200055     JANSAL CALIBRATION SERVICES,1.0,1800.0,1800.0,54,LP01
71000125.0,Environmental Monitoring,200421     Quality Registrar Systems,1.0,2700.0,2700.0,54,LP01
63000261.0,Sod Dihyd phosphate anhyd_7558-80-7,200277     CORAL LABORATORIES & CHEMICALS,5.0,60.0,300.0,35,LP01
63000809.0,Di_Sod hydrogen PO4 anhydrate_7558-79-4,200277     CORAL LABORATORIES & CHEMICALS,5.0,60.0,300.0,35,LP01
63001522.0,"MillexHV_PVDF,0.45 µm_SLHV033NK_1000/pk",200004     LABORATORY SCIENTIFIC SUPPLIES F.Z.,1.0,2850.0,2850.0,35,LP01
,TKM variation service,200216     TKM TECHNICAL SERVICES LLC,1.0,18500.0,18500.0,4,HP01
62000325.0,50x70 clear polybag,200307     GALAXY,10.0,150.0,1500.0,22,LP01
62000324.0,60x90 clear polybag,200307     GALAXY,10.0,150.0,1500.0,22,LP01
62000321.0,Shrink wrap,200307     GALAXY,48.0,16.34,784.3199999999999,22,LP01
,Bio equivalence studies,300171     Arab Pharmaceutical Inudstry,1.0,41000.0,41000.0,4,LP01
63001567.0,Refractometer Calib Standard_90-911,200452     PRECISION SCIENTIFIC LABORATORY,1.0,540.0,540.0,7,LP01
62000267.0,White Garbage Bag (60X90cm),200058     CHEMEX HYGIENE CONCEPTS LLC,100.0,4.8,480.0,22,LP01
71000022.0,Generator routine maintenance,200471     JUBAILI BROS LLC ABU DHABI,1.0,3320.0,3320.0,54,LP01
71000162.0,Tatmeen Implementation Generate CSV file,300051     ANTARES VISION S.P.A,1.0,3700.0,3700.0,54,LP01
71000015.0,Etoricoxib (Hetero Labs Limited),300093     BBB PHARMA CONSULTANCY,1.0,750.0,750.0,54,LP01
67000106.0,Prd-Glican pharmacy letter,200221     AL NAKHEEL PRINTERS AND STATIONERS,500.0,0.5,250.0,47,LP01
67000107.0,Prd-Glican launch drop card,200221     AL NAKHEEL PRINTERS AND STATIONERS,3000.0,0.5,1500.0,47,LP01
67000108.0,Prd-Glican rollup banner,200221     AL NAKHEEL PRINTERS AND STATIONERS,3.0,120.0,360.0,47,LP01
67000109.0,Prd-Glican chitpad,200221     AL NAKHEEL PRINTERS AND STATIONERS,500.0,7.92,3960.0,47,LP01
67000178.0,PRD-GLICAN BROCHURE,200221     AL NAKHEEL PRINTERS AND STATIONERS,2000.0,0.72,1440.0,47,LP01
67000177.0,PRD-TELMISAN CHITPAD,200221     AL NAKHEEL PRINTERS AND STATIONERS,500.0,7.92,3960.0,47,LP01
